2	1.667341e-05
3	5.111694e-05
4	2.102852e-04
5	7.529179e-04
6	4.890760e-04
7	7.589658e-04
8	8.233150e-04
9	1.224764e-03
10	1.495584e-03
11	2.391235e-03
12	2.835798e-03
13	2.973143e-03
14	3.298124e-03
15	3.804644e-03
16	4.738919e-03
17	5.741080e-03
18	7.125632e-03
19	8.253821e-03
20	9.467554e-03
21	1.086955e-02
22	1.252991e-02
23	1.437789e-02
24	1.733993e-02
25	1.814142e-02
26	2.100674e-02
27	2.304998e-02
28	2.598712e-02
29	2.896064e-02
30	3.213089e-02
31	3.616014e-02
32	3.973279e-02
33	4.381889e-02
34	4.713340e-02
35	5.166181e-02
36	5.818647e-02
37	6.088394e-02
38	6.699001e-02
39	1.116475e-01
40	1.053846e-01
41	9.906710e-02
42	1.380050e-01
43	1.275140e-01
44	1.484446e-01
45	1.286958e-01
46	1.238651e-01
47	1.324645e-01
48	1.430101e-01
49	1.556888e-01
50	1.712636e-01
51	1.850819e-01
52	1.917751e-01
53	2.097473e-01
54	2.644305e-01
55	2.982794e-01
56	3.140896e-01
57	2.809747e-01
58	3.774907e-01
59	3.420719e-01
60	3.511248e-01
61	3.498369e-01
62	3.628314e-01
63	3.656022e-01
64	3.688935e-01
65	3.999241e-01
66	4.326345e-01
67	4.524388e-01
68	4.563645e-01
69	4.304637e-01
70	5.507118e-01
71	5.009701e-01
72	5.176852e-01
73	5.262889e-01
74	5.577875e-01
75	5.943011e-01
76	5.584579e-01
77	6.010899e-01
78	6.092165e-01
79	6.228375e-01
80	6.390631e-01
81	7.006351e-01
82	9.394705e-01
83	1.018400e+00
84	1.177390e+00
85	1.166692e+00
86	1.335502e+00
87	1.087437e+00
88	9.995137e-01
89	9.977098e-01
90	9.790464e-01
91	9.494361e-01
92	1.046721e+00
93	1.053642e+00
94	1.177737e+00
95	2.062594e+00
96	1.217864e+00
97	1.253029e+00
98	1.358187e+00
99	1.410394e+00
100	1.423004e+00
101	1.362378e+00
102	1.491935e+00
103	1.624884e+00
104	1.521262e+00
105	1.528224e+00
106	1.778480e+00
107	1.734672e+00
108	1.618244e+00
109	2.077849e+00
110	2.012727e+00
111	2.278900e+00
112	2.090186e+00
113	2.274748e+00
114	2.406204e+00
115	2.402131e+00
116	2.453697e+00
117	2.295923e+00
118	2.070711e+00
119	2.463790e+00
120	2.565106e+00
121	2.386515e+00
122	2.603661e+00
123	2.312254e+00
124	2.734930e+00
125	2.808341e+00
126	3.468719e+00
127	3.458395e+00
128	2.645777e+00
129	3.169235e+00
130	3.189851e+00
131	3.299743e+00
132	3.584151e+00
133	3.737637e+00
134	3.629617e+00
135	3.556747e+00
136	3.743162e+00
137	4.291395e+00
138	3.594463e+00
139	3.383738e+00
140	3.418748e+00
141	3.483818e+00
142	3.627821e+00
143	4.477341e+00
144	4.967737e+00
145	4.449903e+00
146	4.081516e+00
147	5.097920e+00
148	4.547407e+00
149	4.783560e+00
150	6.763955e+00
151	4.648086e+00
152	4.503823e+00
153	4.561238e+00
154	4.667979e+00
155	4.851376e+00
156	4.828047e+00
157	4.910903e+00
158	5.116623e+00
159	5.081382e+00
160	5.116212e+00
161	5.154655e+00
162	5.906723e+00
163	6.091346e+00
164	6.005954e+00
165	6.444565e+00
166	6.364632e+00
167	5.922377e+00
168	6.938476e+00
169	9.483044e+00
170	8.864465e+00
171	6.343619e+00
172	6.460639e+00
173	6.515160e+00
174	6.743321e+00
175	6.749498e+00
176	6.944476e+00
177	7.058449e+00
178	8.195141e+00
179	8.971800e+00
180	8.507015e+00
181	8.530359e+00
182	9.052987e+00
183	9.319421e+00
184	9.679319e+00
185	9.955043e+00
186	1.073110e+01
187	1.085358e+01
188	1.018793e+01
189	1.023081e+01
190	1.005489e+01
191	1.041789e+01
192	1.071563e+01
193	9.731526e+00
194	1.145260e+01
195	1.080048e+01
196	9.415262e+00
197	9.527504e+00
198	9.653512e+00
199	9.832411e+00
200	9.970660e+00
