2	8.106232e-07
3	3.242493e-06
4	9.083748e-06
5	2.026558e-05
6	3.945827e-05
7	7.021427e-05
8	1.132965e-04
9	1.739264e-04
10	2.570152e-04
11	3.672838e-04
12	5.119801e-04
13	6.888151e-04
14	9.077311e-04
15	1.162410e-03
16	1.461506e-03
17	1.812363e-03
18	2.207279e-03
19	2.657413e-03
20	3.180885e-03
21	3.728557e-03
22	4.351807e-03
23	5.043960e-03
24	5.835581e-03
25	6.730390e-03
26	7.734561e-03
27	8.879161e-03
28	1.020598e-02
29	1.163983e-02
30	1.321974e-02
31	1.490161e-02
32	1.701972e-02
33	1.906419e-02
34	2.132680e-02
35	2.377491e-02
36	2.642510e-02
37	2.943699e-02
38	3.254879e-02
39	3.595202e-02
40	3.990943e-02
41	4.402764e-02
42	4.853523e-02
43	5.341911e-02
44	5.839028e-02
45	6.358039e-02
46	6.917951e-02
47	7.541449e-02
48	8.209834e-02
49	8.904486e-02
50	9.639812e-02
51	1.053158e-01
52	1.142014e-01
53	1.229857e-01
54	1.322757e-01
55	1.418059e-01
56	1.526662e-01
57	1.639035e-01
58	1.753891e-01
59	1.884129e-01
60	2.015526e-01
61	2.145914e-01
62	2.290652e-01
63	2.463290e-01
64	2.629288e-01
65	2.791195e-01
66	2.966289e-01
67	3.153106e-01
68	3.366077e-01
69	3.569454e-01
70	3.778900e-01
71	3.988941e-01
72	4.219975e-01
73	4.454434e-01
74	4.733546e-01
75	4.993670e-01
76	5.265111e-01
77	5.558348e-01
78	5.862770e-01
79	6.174853e-01
80	6.489059e-01
81	6.827591e-01
82	7.156524e-01
83	7.503935e-01
84	7.867761e-01
85	8.234054e-01
86	8.633866e-01
87	9.050682e-01
88	9.474081e-01
89	9.918191e-01
90	1.037158e+00
91	1.085844e+00
92	1.133869e+00
93	1.186010e+00
94	1.238436e+00
95	1.294395e+00
96	1.353764e+00
97	1.414406e+00
98	1.477857e+00
99	1.541995e+00
100	1.609347e+00
